y_true,y_pred
221.24113,159.38495
226.49129,190.14919
210.12883,189.05696
184.82791,166.40576
98.33858,131.81557
63.091595,95.084274
55.099182,69.487785
107.09472,38.481747
13.010744,55.840027
7.921282,7.0636096
5.562633,8.09514
2.839975,7.2792335
5.784493,4.523003
4.539411,4.0667477
4.122996,3.3946526
3.724765,4.3600326
5.778356,3.5040185
15.600524,6.005822
35.98498,24.595043
102.96361,33.422207
151.21783,138.71953
175.8846,156.12828
169.88307,157.83675
142.92021,176.15852
180.78163,147.92374
198.68158,166.65395
177.82762,162.54506
146.88507,165.94977
63.432747,117.01594
47.48245,70.71753
28.385574,57.041214
33.68771,25.251102
17.206142,9.991844
12.08317,5.8604093
12.366958,5.7651854
13.239306,5.567202
4.740321,5.6861625
3.059459,4.0132737
3.350037,2.9595299
3.348468,3.9710848
2.894883,4.8142
8.436723,5.4114604
7.471279,20.06337
9.580215,16.564522
16.446095,12.577794
13.704961,11.850927
11.922065,17.74558
11.238963,14.5082855
15.004083,11.914702
11.4959,9.091023
10.050592,6.8074126
7.49982,6.163465
10.290734,5.9301744
13.028013,5.6994004
13.315962,5.919612
5.994844,5.580146
7.798623,5.7089825
3.191397,6.5358753
3.225355,6.2769876
3.671777,6.319032
12.735343,5.6749277
11.412316,5.819838
10.74173,6.0697823
8.298536,5.6354547
9.198862,5.5377417
15.154164,5.9317966
12.674455,5.8563104
20.031462,6.034902
25.078976,6.802942
32.532757,6.4588437
22.570335,122.37008
27.21615,12.71485
21.497572,9.041179
29.330889,6.0596175
20.339466,9.310672
18.342196,6.115537
12.03273,7.4670215
13.447794,5.833304
6.449114,5.8705835
4.82505,6.3936505
3.186586,6.414194
5.404934,6.1649504
4.670192,6.4908967
2.605529,6.413729
3.654539,6.1949635
1.636531,6.060928
1.76926,6.3568153
0.714696,6.26274
0.916535,6.0945115
4.606194,5.9195766
5.807284,6.0953827
23.251587,6.168998
17.91645,6.11173
21.713762,6.6988873
16.25557,6.2524657
11.503904,6.6901383
16.167912,5.898953
12.910089,6.1495347
11.889833,5.728066
11.205659,6.021373
7.5969,5.846489
16.40097,5.825257
14.079923,5.6781764
22.579653,5.6362453
20.549091,7.3325086
12.445559,5.873941
9.81845,11.532317
7.008069,5.876737
6.241188,5.9431534
1.343348,7.0269437
1.824557,6.7355185
2.7019,6.1270003
1.060987,6.348107
0.982282,5.953155
0.7118,6.0018716
4.204449,5.988746
7.211273,5.80818
